name,genre,platform,user_score,critic_score,global_sales
Men of War: Vietnam,Strategy,PC,4.9,68.0,0.04
Imperial Glory,Strategy,PC,8.4,69.0,0.04
Antz Extreme Racing,Racing,PS2,5.0,31.0,0.04
Samurai Warriors 2: Empires,Action,X360,8.5,53.0,0.04
Metal Slug XX,Shooter,PSP,6.1,67.0,0.04
Patrician IV,Strategy,PC,6.4,66.0,0.04
Fisherman's Challenge,Sports,PS2,7.5,67.0,0.04
Resident Evil: Revelations,Action,PC,7.0,77.0,0.04
The Da Vinci Code,Action,XB,2.8,52.0,0.04
Pure Pinball,Misc,XB,8.5,68.0,0.04
Headhunter: Redemption,Action,PS2,6.7,62.0,0.04
Dead Rising,Action,PS4,6.6,78.0,0.04
Grand Theft Auto: Vice City,Action,PC,8.8,94.0,0.04
Surf's Up,Sports,PS3,5.1,59.0,0.04
SWAT: Target Liberty,Shooter,PSP,7.7,50.0,0.04
Twin Strike: Operation Thunder,Shooter,Wii,8.3,50.0,0.04
CSI: Fatal Conspiracy,Adventure,PC,5.5,47.0,0.04
Bomberman: Act Zero,Puzzle,X360,2.2,34.0,0.04
Empire Earth III,Strategy,PC,2.8,50.0,0.04
Resident Evil: Operation Raccoon City,Action,PC,3.8,48.0,0.04
Dreamfall: The Longest Journey,Adventure,XB,8.8,73.0,0.04
JASF: Jane's Advanced Strike Fighters,Simulation,PC,3.1,48.0,0.04
Brothers In Arms DS,Shooter,DS,8.0,72.0,0.04
Off-Road Drive,Racing,PC,6.4,60.0,0.04
Colin McRae Rally 3,Racing,XB,7.4,86.0,0.04
TMNT,Action,DS,2.2,42.0,0.04
Stolen,Action,PS2,7.4,51.0,0.04
Stoked: Big Air Edition,Sports,X360,7.7,72.0,0.04
LEGO Jurassic World,Action,PC,7.1,72.0,0.04
Pro Race Driver,Racing,XB,7.5,80.0,0.04
The Movies,Simulation,PC,8.3,84.0,0.04
FIFA World Cup Germany 2006,Sports,DS,7.2,71.0,0.04
Supreme Commander: Forged Alliance,Strategy,PC,8.9,81.0,0.04
Dragon Ball: Advanced Adventure,Action,GBA,8.5,75.0,0.04
Lost Planet 3,Shooter,PC,6.2,61.0,0.04
Echo Night Beyond,Adventure,PS2,8.8,60.0,0.04
Meteos: Disney Magic,Puzzle,DS,6.6,74.0,0.04
Beyblade Evolution,Action,3DS,6.3,49.0,0.04
Castlevania: Lords of Shadow 2,Action,PC,7.7,58.0,0.04
Greg Hastings' Tournament Paintball Max'd,Shooter,DS,7.4,39.0,0.04
Halo: Combat Evolved,Shooter,PC,7.4,83.0,0.04
Exist Archive: The Other Side of the Sky,Role-Playing,PS4,7.9,69.0,0.04
Little Red Riding Hood's Zombie BBQ,Shooter,DS,7.3,68.0,0.04
Assassin's Creed Chronicles: China,Action,PS4,6.4,69.0,0.04
Worms: Ultimate Mayhem,Strategy,PC,7.8,66.0,0.04
Rugby 08,Sports,PS2,7.4,74.0,0.04
Caesar IV,Strategy,PC,7.6,74.0,0.04
Ferrari Challenge Trofeo Pirelli,Racing,PS3,6.2,71.0,0.04
Cy Girls,Action,PS2,8.8,53.0,0.04
Ray Gigant,Role-Playing,PSV,8.1,72.0,0.04
APB Reloaded,Role-Playing,PC,5.7,56.0,0.04
Bubble Bobble Double Shot,Puzzle,DS,4.8,50.0,0.04
Bionicle Heroes,Shooter,Wii,5.8,52.0,0.04
Harry Potter and the Order of the Phoenix,Action,PC,7.1,63.0,0.04
C.O.R.E.,Shooter,DS,6.9,44.0,0.04
Chaos Wars,Strategy,PS2,6.9,64.0,0.04
Steambot Chronicles,Role-Playing,PS2,8.2,74.0,0.04
Scaler,Platform,GC,7.3,69.0,0.04
Scarface: The World is Yours,Action,PC,7.5,73.0,0.04
Legasista,Role-Playing,PS3,6.3,68.0,0.04
Fatal Fury: Battle Archives Volume 1,Fighting,PS2,8.3,68.0,0.04
Harry Potter and the Prisoner of Azkaban,Action,PC,7.2,67.0,0.04
OutRun 2006: Coast 2 Coast,Racing,PSP,8.1,82.0,0.04
Without Warning,Shooter,PS2,6.5,45.0,0.04
Napoleon Dynamite: The Game,Puzzle,PSP,4.6,37.0,0.04
Saints Row 2,Action,PC,6.8,72.0,0.04
Trine 2,Platform,PC,8.4,84.0,0.04
Teenage Zombies: Invasion of the Alien Brain Thingys,Adventure,DS,8.2,67.0,0.04
Transport Fever,Simulation,PC,7.0,70.0,0.04
Homefront: The Revolution,Shooter,PC,3.5,54.0,0.04
RLH: Run Like Hell,Shooter,XB,8.0,55.0,0.04
Obscure,Adventure,XB,8.4,66.0,0.04
Just Dance 2017,Misc,XOne,8.0,75.0,0.04
Stranger of Sword City,Role-Playing,PSV,8.0,71.0,0.04
World of Goo,Puzzle,PC,8.5,90.0,0.04
Secret Files 2: Puritas Cordis,Adventure,PC,7.1,64.0,0.04
Monster Kingdom: Jewel Summoner,Role-Playing,PSP,6.8,66.0,0.04
Railroad Tycoon 3,Strategy,PC,7.7,80.0,0.04
S.T.A.L.K.E.R.: Clear Sky,Shooter,PC,7.7,75.0,0.04
Painkiller: Hell Wars,Shooter,XB,7.4,68.0,0.04
FunkMaster Flex's Digital Hitz Factory,Misc,PS2,8.9,71.0,0.04
World in Conflict,Strategy,PC,8.1,89.0,0.04
Pro Cycling Manager 2016,Sports,PC,4.8,64.0,0.03
Tomb Raider: Anniversary,Action,PC,8.1,83.0,0.03
Infamous: First Light,Action,PS4,7.5,73.0,0.03
Tour de France 2014,Sports,PS4,5.1,53.0,0.03
RedCard 20-03,Sports,XB,9.0,67.0,0.03
The Night of the Rabbit,Adventure,PC,7.5,75.0,0.03
Bounty Hounds,Action,PSP,6.0,63.0,0.03
TOCA Race Driver 3,Racing,XB,8.0,84.0,0.03
A Game of Thrones: Genesis,Strategy,PC,4.0,53.0,0.03
Silent Scope,Shooter,GBA,8.0,70.0,0.03
The Cursed Crusade,Action,PC,6.0,55.0,0.03
Hotel Giant 2,Strategy,PC,2.5,58.0,0.03
DarkStar One,Simulation,PC,7.2,71.0,0.03
Hitman: Blood Money,Action,PC,8.8,82.0,0.03
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,PS4,6.9,77.0,0.03
Section 8,Shooter,PC,7.0,72.0,0.03
Sabre Wulf,Platform,GBA,8.0,75.0,0.03
Alpha Protocol,Role-Playing,PC,7.5,72.0,0.03
Planescape: Torment,Role-Playing,PC,9.2,91.0,0.03
Star Wars Jedi Knight: Jedi Academy,Shooter,PC,8.6,81.0,0.03
Red Faction II,Shooter,GC,7.3,79.0,0.03
Battle Engine Aquila,Shooter,PS2,9.0,73.0,0.03
Special Forces: Nemesis Strike,Shooter,XB,6.5,60.0,0.03
Women's Volleyball Championship,Sports,PS2,4.0,32.0,0.03
Crimson Tears,Role-Playing,PS2,7.8,62.0,0.03
Battle Assault 3 featuring Gundam Seed,Action,PS2,8.7,48.0,0.03
WRC: FIA World Rally Championship,Racing,PSP,7.8,67.0,0.03
Rapala Tournament Fishing!,Sports,X360,8.0,41.0,0.03
Superstars V8 Racing,Racing,PS3,4.9,66.0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,PS4,7.4,61.0,0.03
The Void,Adventure,PC,8.3,77.0,0.03
Supreme Ruler: Cold War,Strategy,PC,6.8,63.0,0.03
Rise of Nations: Rise of Legends,Strategy,PC,8.5,84.0,0.03
The Sum of All Fears,Shooter,GC,3.4,36.0,0.03
Yumi's Odd Odyssey,Platform,3DS,7.7,74.0,0.03
EverBlue 2,Adventure,PS2,7.5,59.0,0.03
Electroplankton,Misc,DS,7.0,71.0,0.03
FIFA World Cup: Germany 2006,Sports,GBA,6.9,57.0,0.03
Earthworm Jim 2,Platform,GBA,5.7,45.0,0.03
Dungeon Maker: Hunting Ground,Role-Playing,PSP,6.4,70.0,0.03
MotoGP,Racing,PSP,7.1,69.0,0.03
Apache: Air Assault,Simulation,PC,7.5,64.0,0.03
Call of Juarez: Bound in Blood,Shooter,PC,8.0,78.0,0.03
Red Faction: Guerrilla,Shooter,PC,7.5,82.0,0.03
Deus Ex: Mankind Divided,Role-Playing,PC,6.1,83.0,0.03
Astonishia Story,Role-Playing,PSP,4.9,48.0,0.03
Prince of Persia: The Forgotten Sands,Action,PC,6.6,75.0,0.03
RACE On,Racing,PC,8.2,73.0,0.03
Song of the Deep,Action,PC,6.3,73.0,0.03
The Binding of Isaac,Action,PC,8.3,84.0,0.03
Tork: Prehistoric Punk,Platform,XB,6.2,62.0,0.03
Overlord II,Action,PC,8.1,79.0,0.03
Jikandia: The Timeless Land,Role-Playing,PSP,7.2,60.0,0.03
Toy Shop,Simulation,DS,5.4,31.0,0.03
DiRT Rally,Racing,PC,8.7,86.0,0.03
Trials Fusion,Racing,PC,6.8,80.0,0.03
SuperCar Challenge,Racing,PS3,7.8,65.0,0.03
Prison Architect,Action,PS4,8.0,80.0,0.03
Sorcery Saga: The Curse of the Great Curry God,Role-Playing,PSV,7.3,65.0,0.03
Dance Factory,Action,PS2,5.8,56.0,0.03
The Legend of Heroes III: Song of the Ocean,Role-Playing,PSP,6.1,58.0,0.03
Combat Mission: Shock Force,Strategy,PC,3.3,62.0,0.03
F1 2002,Racing,GC,7.8,72.0,0.03
Men of War,Strategy,PC,8.1,80.0,0.03
Alter Ego,Simulation,PC,5.8,59.0,0.03
Zero Escape: Virtue's Last Reward,Adventure,3DS,8.8,88.0,0.03
Darkstalkers Resurrection,Fighting,PS3,7.3,80.0,0.03
Transformers: Devastation,Action,PC,7.6,74.0,0.03
The Golf Club,Sports,XOne,5.4,64.0,0.03
Neverwinter Nights,Role-Playing,PC,8.2,91.0,0.03
Digimon World 4,Role-Playing,XB,8.8,54.0,0.03
Guilty Gear XX Accent Core Plus,Fighting,Wii,7.3,76.0,0.03
Galleon: Islands of Mystery,Action,XB,7.0,67.0,0.03
Sunny Garcia Surfing,Sports,PS2,7.9,61.0,0.03
Lock On: Modern Air Combat,Simulation,PC,7.5,76.0,0.03
Worms: WMD,Action,PS4,7.6,78.0,0.03
Rabbids Land,Misc,WiiU,5.2,52.0,0.03
Guild Wars,Role-Playing,PC,8.4,89.0,0.03
Take On Helicopters,Simulation,PC,6.7,70.0,0.03
S.L.A.I.: Steel Lancer Arena International,Simulation,PS2,7.8,66.0,0.03
Nacho Libre,Action,DS,5.8,56.0,0.03
Homeworld 2,Strategy,PC,8.3,83.0,0.03
Rayman 3: Hoodlum Havoc,Platform,PC,8.3,74.0,0.03
Graffiti Kingdom,Role-Playing,PS2,7.1,71.0,0.03
Klonoa 2: Dream Champ Tournament,Platform,GBA,9.3,78.0,0.03
N+,Platform,PSP,7.8,79.0,0.03
Knights of Honor,Strategy,PC,9.1,77.0,0.03
The Inner World,Adventure,PC,8.1,72.0,0.03
Empire Earth II,Strategy,PC,7.1,79.0,0.03
Hot Pixel,Puzzle,PSP,6.5,55.0,0.03
Valentino Rossi: The Game,Racing,XOne,8.1,74.0,0.03
Codename: Panzers Cold War,Strategy,PC,5.8,67.0,0.03
Star Wars: The Force Unleashed II,Action,PC,5.8,59.0,0.03
Atomic Betty,Puzzle,GBA,7.5,62.0,0.03
Doom,Shooter,PC,8.2,85.0,0.03
Street Jam Basketball,Sports,GBA,8.0,35.0,0.03
SimCity,Simulation,PC,2.2,64.0,0.03
Harry Potter and the Half-Blood Prince,Action,PC,6.1,64.0,0.03
Doom 3 BFG Edition,Shooter,PC,5.3,59.0,0.03
Popeye: Rush for Spinach,Platform,GBA,4.2,48.0,0.03
Culdcept,Strategy,PS2,8.9,78.0,0.03
GTR Evolution,Racing,PC,8.2,83.0,0.03
Lords of the Fallen,Role-Playing,PC,6.9,73.0,0.03
NBA 08,Sports,PSP,7.5,75.0,0.03
Sins of a Solar Empire,Strategy,PC,8.2,87.0,0.03
The Wolf Among Us,Adventure,X360,7.7,83.0,0.03
NBA 2K13,Sports,PC,6.8,90.0,0.03
Resident Evil 4,Action,PC,7.4,76.0,0.03
007: Quantum of Solace,Action,PC,6.3,70.0,0.03
Metal Dungeon,Role-Playing,XB,7.2,44.0,0.03
Drome Racers,Racing,GC,6.6,54.0,0.03
Gekido Advance: Kintaro's Revenge,Action,GBA,7.0,70.0,0.03
Commander: Conquest of the Americas,Strategy,PC,5.2,68.0,0.03
LEGO Pirates of the Caribbean: The Video Game,Action,PC,6.6,73.0,0.03
Race Driver 2006,Racing,PSP,8.5,81.0,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,Action,GBA,8.6,44.0,0.03
Mighty No. 9,Platform,WiiU,4.6,48.0,0.03
Superdimension Neptune vs Sega Hard Girls,Role-Playing,PSV,8.4,73.0,0.03
The Talos Principle,Puzzle,PS4,8.4,88.0,0.03
Spectral Souls: Resurrection of the Ethereal Empires,Role-Playing,PSP,8.2,47.0,0.03
Syberia II,Adventure,XB,8.7,71.0,0.03
Braid,Platform,PC,8.6,90.0,0.03
Syberia,Action,PC,8.5,82.0,0.03
Turn It Around,Action,DS,4.5,39.0,0.03
Jack Keane,Adventure,PC,7.0,69.0,0.03
Monsters vs. Aliens,Action,PC,6.2,63.0,0.03
Ride,Racing,PC,4.8,68.0,0.03
Battle vs. Chess,Misc,PC,5.9,69.0,0.03
LEGO Harry Potter: Years 1-4,Action,PC,7.9,79.0,0.03
Bus Simulator 16,Simulation,PC,6.1,46.0,0.03
MechAssault: Phantom War,Simulation,DS,4.5,66.0,0.03
The Last Guy,Action,PS3,6.9,77.0,0.03
Botanicula,Adventure,PC,8.3,82.0,0.03
Max Payne,Shooter,GBA,7.8,78.0,0.03
Star Trek: Tactical Assault,Strategy,PSP,7.9,64.0,0.03
Cossacks: European Wars,Strategy,PC,8.6,74.0,0.03
MX vs. ATV Supercross,Racing,PS3,3.5,58.0,0.03
NBA 2K7,Sports,XB,8.6,83.0,0.03
XBLAZE Code: Embryo,Adventure,PSV,7.4,43.0,0.03
Warhammer: Mark of Chaos,Strategy,PC,7.4,73.0,0.03
Warship Gunner 2,Simulation,PS2,8.5,62.0,0.03
Gotcha Force,Shooter,GC,8.2,56.0,0.03
Driver: Parallel Lines,Racing,Wii,6.0,59.0,0.03
Battlefield Vietnam,Shooter,PC,7.5,84.0,0.03
Dead Rising 2,Action,PS4,6.6,82.0,0.03
Age of Conan: Rise of the Godslayer,Role-Playing,PC,8.4,83.0,0.03
Buffy the Vampire Slayer: Chaos Bleeds,Action,GC,9.0,75.0,0.03
Jet Grind Radio,Action,GBA,9.3,74.0,0.03
Max Payne 2: The Fall of Max Payne,Shooter,PC,9.0,86.0,0.03
Magicka,Role-Playing,PC,7.6,74.0,0.03
Baldur's Gate: Dark Alliance,Role-Playing,GBA,6.5,76.0,0.03
NHL 07,Sports,XB,7.7,75.0,0.03
The Technomancer,Role-Playing,XOne,7.4,68.0,0.03
Guild Wars: Nightfall,Role-Playing,PC,8.7,84.0,0.03
Medal of Honor: Vanguard,Shooter,PS2,6.1,63.0,0.03
Super Monkey Ball Adventure,Platform,PS2,6.7,53.0,0.03
Madden NFL 07,Sports,GBA,9.3,68.0,0.03
MySims,Simulation,PC,6.4,70.0,0.03
The Sims 2: Bon Voyage,Simulation,PC,7.3,74.0,0.03
AniMates!,Simulation,DS,2.5,33.0,0.03
Star Wars The Clone Wars: Republic Heroes,Action,PC,4.7,46.0,0.03
The Peanuts Movie: Snoopy's Grand Adventure,Action,PS4,6.6,59.0,0.03
Aegis of Earth: Protonovus Assault,Action,PS4,7.8,57.0,0.03
Bully: Scholarship Edition,Action,PC,7.5,72.0,0.03
Justice League Heroes: The Flash,Action,GBA,7.4,72.0,0.03
Metal Saga,Role-Playing,PS2,7.3,62.0,0.03
Divinity II: Flames of Vengeance,Role-Playing,PC,8.3,72.0,0.03
Battlefield 2142,Shooter,PC,6.8,80.0,0.03
Air Conflicts: Secret Wars,Simulation,PC,6.4,65.0,0.03
Lost Planet 2,Shooter,PC,6.3,63.0,0.03
X3: Terran Conflict,Simulation,PC,7.9,73.0,0.03
Agatha Christie's The ABC Murders,Adventure,PS4,6.2,67.0,0.03
Judge Dredd: Dredd Vs Death,Shooter,PS2,5.3,52.0,0.03
SWAT 4,Shooter,PC,8.6,85.0,0.03
Battlefield 1942,Shooter,PC,8.6,89.0,0.03
Captain Morgane and the Golden Turtle,Adventure,PC,6.2,54.0,0.03
Napoleon Dynamite: The Game,Puzzle,DS,7.3,45.0,0.03
Legend of Kay Anniversary,Action,PS4,6.4,62.0,0.03
Dungeon Siege II,Role-Playing,PC,7.9,80.0,0.03
Battlestations: Pacific,Strategy,PC,8.4,74.0,0.03
ZooCube,Puzzle,GC,6.1,67.0,0.02
GRID Autosport,Racing,PC,6.2,78.0,0.02
The Lord of the Rings: Conquest,Action,PC,6.7,57.0,0.02
Stake: Fortune Fighters,Fighting,XB,3.7,26.0,0.02
Serious Sam Advance,Shooter,GBA,7.2,51.0,0.02
Cold War,Shooter,XB,8.0,60.0,0.02
Steel Battalion: Line of Contact,Simulation,XB,8.0,70.0,0.02
NBA Starting Five,Sports,XB,5.5,48.0,0.02
Spy Hunter: Nowhere To Run,Racing,PS2,6.0,51.0,0.02
Final Fantasy XIV: Heavensward,Action,PC,7.7,86.0,0.02
Omega Quintet,Role-Playing,PS4,7.1,58.0,0.02
"Ed, Edd n Eddy: The Mis-Edventures",Platform,XB,7.7,56.0,0.02
Viva Pinata,Simulation,PC,7.8,78.0,0.02
Neverwinter Nights 2,Role-Playing,PC,6.5,82.0,0.02
Star Wars: Empire at War - Forces of Corruption,Strategy,PC,8.6,75.0,0.02
Jurassic Park: Operation Genesis,Simulation,PC,8.7,72.0,0.02
Warhammer Online: Age of Reckoning,Role-Playing,PC,7.9,86.0,0.02
Total Overdose: A Gunslinger's Tale in Mexico,Shooter,XB,9.2,71.0,0.02
AMF Xtreme Bowling,Sports,PS2,4.2,30.0,0.02
Worms,Strategy,PS3,6.9,76.0,0.02
Capcom Digital Collection,Action,X360,5.3,65.0,0.02
The Settlers: Rise of an Empire,Strategy,PC,7.7,66.0,0.02
Tank Beat,Strategy,DS,5.4,40.0,0.02
ParaWorld,Strategy,PC,8.3,71.0,0.02
Rengoku II:  The Stairway To H.E.A.V.E.N.,Action,PSP,7.6,51.0,0.02
Here They Lie,Adventure,PS4,6.5,62.0,0.02
George of the Jungle and the Search for the Secret,Platform,Wii,4.0,35.0,0.02
Inkheart,Adventure,DS,2.2,39.0,0.02
Demigod,Strategy,PC,7.9,76.0,0.02
Mage Knight: Destiny's Soldier,Strategy,DS,7.1,59.0,0.02
Stronghold Crusader Extreme,Strategy,PC,6.8,45.0,0.02
DemiKids: Light Version,Role-Playing,GBA,8.3,62.0,0.02
Cities XL 2011,Simulation,PC,5.7,70.0,0.02
Line Rider 2: Unbound,Puzzle,Wii,6.4,62.0,0.02
SimCity Societies,Simulation,PC,4.3,63.0,0.02
Star Trek Online,Role-Playing,PC,6.2,66.0,0.02
Anima - Gate of Memories,Action,PS4,7.9,52.0,0.02
Tom Clancy's Rainbow Six: Vegas 2,Shooter,PC,7.3,78.0,0.02
Tropico 4: Modern Times,Strategy,PC,8.0,78.0,0.02
ScrapLand,Action,XB,7.4,73.0,0.02
Brothers in Arms: Hell's Highway,Shooter,PC,7.9,79.0,0.02
DiRT,Racing,PC,7.3,84.0,0.02
IL-2 Sturmovik: Forgotten Battles,Simulation,PC,8.6,86.0,0.02
Psycho-Pass: Mandatory Happiness,Adventure,PSV,7.3,64.0,0.02
Ceville,Action,PC,8.2,73.0,0.02
Brandish: The Dark Revenant,Role-Playing,PSP,8.3,78.0,0.02
Summon Night: Swordcraft Story,Role-Playing,GBA,8.1,77.0,0.02
Falcon 4.0: Allied Force,Simulation,PC,8.6,90.0,0.02
Pro Fishing Challenge,Sports,XB,9.1,62.0,0.02
Phoenix Wright: Ace Attorney Trilogy,Adventure,3DS,9.0,81.0,0.02
Rule of Rose,Action,PS2,8.6,59.0,0.02
RedCard 20-03,Sports,GC,7.4,71.0,0.02
Dino Dini's Kick Off Revival,Sports,PS4,4.5,31.0,0.02
Pac-Man World Rally,Racing,PS2,7.4,54.0,0.02
GT Legends,Racing,PC,8.6,84.0,0.02
Street Fighter X Tekken,Fighting,PC,6.4,79.0,0.02
Kung Fu Panda,Action,PC,7.8,71.0,0.02
Frontlines: Fuel of War,Shooter,PC,6.9,73.0,0.02
Tom Clancy's EndWar,Strategy,PC,6.7,68.0,0.02
Zathura,Adventure,XB,5.5,48.0,0.02
Plants vs. Zombies: Garden Warfare,Shooter,PC,7.8,78.0,0.02
Eureka Seven Vol. 2: The New Vision,Shooter,PS2,7.0,40.0,0.02
Test Drive Unlimited,Racing,PC,8.1,79.0,0.02
Grey's Anatomy: The Video Game,Adventure,PC,3.9,36.0,0.02
F1 Race Stars,Racing,PC,5.4,62.0,0.02
Serious Sam: Next Encounter,Shooter,GC,8.4,69.0,0.02
Knight's Apprentice: Memorick's Adventures,Action,XB,4.5,53.0,0.02
Freedom Wings,Simulation,DS,7.7,46.0,0.02
Left 4 Dead,Shooter,PC,9.2,89.0,0.02
Iron Phoenix,Fighting,XB,6.5,58.0,0.02
Kuon,Adventure,PS2,7.7,57.0,0.02
Fuel,Racing,PC,6.7,67.0,0.02
Dungeon Defenders,Role-Playing,PC,7.3,81.0,0.02
Group S Challenge,Racing,XB,6.0,57.0,0.02
Balls of Fury,Sports,Wii,2.8,19.0,0.02
Indigo Prophecy,Adventure,PC,8.3,85.0,0.02
Overlord,Strategy,PC,8.1,81.0,0.02
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,PC,7.5,84.0,0.02
FIFA Soccer 09,Sports,PC,6.8,77.0,0.02
Quake 4,Shooter,PC,7.6,81.0,0.02
XGRA: Extreme G Racing Association,Racing,GC,7.0,69.0,0.02
Max Payne,Shooter,PC,9.1,89.0,0.02
Touhou Genso Rondo: Bullet Ballet,Shooter,PS4,4.7,55.0,0.02
SBK: Snowboard Kids,Sports,DS,6.5,63.0,0.02
Homeworld,Strategy,PC,9.0,93.0,0.02
Sniper Elite V2,Shooter,WiiU,5.8,58.0,0.02
Order of War,Strategy,PC,7.3,69.0,0.02
The Fast and the Furious,Racing,PSP,5.3,58.0,0.02
Maximum Capacity: Hotel Giant,Strategy,PC,7.7,59.0,0.02
Legend: Hand of God,Role-Playing,PC,5.8,57.0,0.02
Sacred 3,Role-Playing,PC,1.4,57.0,0.02
Pro Evolution Soccer 2017,Sports,PC,3.7,69.0,0.02
SAW,Action,PC,6.0,55.0,0.02
The Awakened Fate Ultimatum,Role-Playing,PS3,7.3,65.0,0.02
Spider-Man 3,Platform,PC,7.1,62.0,0.02
Xblaze: Lost Memories,Adventure,PS3,6.2,63.0,0.02
Spider-Man: Web of Shadows,Action,PC,7.8,52.0,0.02
Headhunter: Redemption,Action,XB,6.8,59.0,0.02
Chicago Enforcer,Shooter,XB,2.8,33.0,0.02
The Lord of the Rings Online: Mines of Moria,Role-Playing,PC,8.2,85.0,0.02
Carmageddon: Max Damage,Action,XOne,7.1,52.0,0.02
Stormrise,Strategy,PC,4.9,42.0,0.02
Painkiller,Shooter,PC,8.1,81.0,0.02
Ruff Trigger: The Vanocore Conspiracy,Platform,PS2,7.0,57.0,0.02
RollerCoaster Tycoon World,Simulation,PC,2.4,43.0,0.02
Oil Rush,Strategy,PC,6.5,67.0,0.02
XGRA: Extreme G Racing Association,Racing,XB,6.8,66.0,0.02
Darksiders: Warmastered Edition,Action,PS4,8.5,79.0,0.02
Agatha Christie: The ABC Murders,Adventure,PC,8.5,66.0,0.02
Lara Croft and the Temple of Osiris,Action,PC,5.4,73.0,0.02
Motocross Mania 3,Racing,XB,3.6,38.0,0.02
Fist of the North Star: Ken's Rage 2,Fighting,WiiU,5.8,40.0,0.02
Blazing Angels: Squadrons of WWII,Simulation,PC,4.6,65.0,0.02
Hellgate: London,Role-Playing,PC,6.3,70.0,0.02
Dynasty Warriors 8: Empires,Action,PSV,7.4,70.0,0.02
Pump It Up: Exceed,Misc,XB,7.5,74.0,0.02
Tenkai Knights: Brave Battle,Action,3DS,2.4,26.0,0.02
TOCA Race Driver 3,Racing,PC,7.8,84.0,0.02
Battle Princess of Arcadias,Role-Playing,PS3,7.9,69.0,0.02
Digimon Rumble Arena 2,Fighting,XB,8.8,65.0,0.02
Ridge Racer Unbounded,Racing,PC,6.0,72.0,0.02
Mini Ninjas,Action,PC,8.3,74.0,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,Action,PS3,6.8,67.0,0.02
Mighty No. 9,Platform,XOne,4.2,55.0,0.02
Crysis: Warhead,Shooter,PC,7.9,84.0,0.02
Hogs of War,Strategy,PS,8.8,62.0,0.02
Elven Legacy,Strategy,PC,7.1,71.0,0.02
Trapped Dead,Strategy,PC,4.7,50.0,0.02
Point Blank 3,Shooter,PS,8.4,78.0,0.02
Vietcong,Shooter,PC,8.7,74.0,0.02
Nervous Brickdown,Puzzle,DS,7.5,70.0,0.02
Charlie's Angels,Action,GC,3.3,23.0,0.02
uDraw Studio: Instant Artist,Misc,X360,5.7,54.0,0.02
The Testament of Sherlock Holmes,Adventure,X360,7.6,64.0,0.02
Guitar Hero III: Legends of Rock,Misc,PC,7.2,79.0,0.02
The Crew: Wild Run,Action,XOne,6.6,65.0,0.02
Marvel Avengers: Battle for Earth,Action,X360,7.3,62.0,0.02
Urban Chaos: Riot Response,Shooter,XB,8.6,72.0,0.02
Starship Troopers,Shooter,PC,6.1,46.0,0.02
Heroes of the Pacific,Simulation,PC,6.7,76.0,0.02
Broken Sword: The Sleeping Dragon,Adventure,XB,8.3,77.0,0.02
Darksiders,Action,PS3,7.9,82.0,0.02
Tycoon City: New York,Strategy,PC,8.3,67.0,0.02
NHL 09,Sports,PC,4.1,62.0,0.02
The Crew: Wild Run,Action,PC,7.4,74.0,0.02
WorldShift,Strategy,PC,8.1,63.0,0.02
Pillars of Eternity,Role-Playing,PC,8.3,89.0,0.02
Legendary,Shooter,PC,6.6,50.0,0.02
Red Ninja: End of Honor,Action,XB,4.0,46.0,0.02
Commandos 3: Destination Berlin,Strategy,PC,7.6,72.0,0.02
James Bond 007: Blood Stone,Shooter,PC,7.1,63.0,0.02
Chili Con Carnage,Shooter,PSP,8.2,74.0,0.02
Puzzle Quest: Challenge of the Warlords,Puzzle,PSP,8.0,84.0,0.02
Emergency Mayhem,Racing,Wii,4.3,40.0,0.02
Uru: Ages Beyond Myst,Adventure,PC,7.6,79.0,0.02
TMNT: Mutant Melee,Fighting,XB,4.8,43.0,0.02
Prototype: Biohazard Bundle,Action,PS4,2.0,48.0,0.02
RoboCop,Shooter,XB,3.6,30.0,0.02
Blood Bowl: Legendary Edition,Sports,PC,6.4,73.0,0.02
Invizimals: The Lost Kingdom,Action,PS3,5.0,50.0,0.02
Worms,Strategy,X360,6.9,75.0,0.02
NHL 2K3,Sports,GC,7.0,89.0,0.02
Space Channel 5: Ulala's Cosmic Attack,Misc,GBA,8.0,55.0,0.02
Still Life 2,Adventure,PC,5.7,67.0,0.02
Virtua Quest,Role-Playing,PS2,7.6,53.0,0.02
Castle Shikigami 2,Shooter,PS2,7.4,67.0,0.02
Peggle Nights,Puzzle,PC,8.1,76.0,0.02
Pulse Racer,Racing,XB,2.8,24.0,0.02
NBA 07,Sports,PS2,6.8,63.0,0.02
Rogue Trooper,Shooter,XB,8.5,71.0,0.02
Combat Flight Simulator 3: Battle for Europe,Simulation,PC,6.5,69.0,0.02
Tomb Raider: Legend,Action,PC,7.9,82.0,0.02
Raven Squad: Operation Hidden Dagger,Shooter,PC,3.1,39.0,0.02
Pirates: Legend of the Black Buccaneer,Adventure,PS2,7.0,42.0,0.02
East India Company,Strategy,PC,5.7,67.0,0.02
Aedis Eclipse: Generation of Chaos,Role-Playing,PSP,6.5,62.0,0.02
Without Warning,Shooter,XB,2.0,45.0,0.02
