name,genre,platform,user_score,critic_score,global_sales
Broken Sword 5: The Serpent's Curse,Adventure,PS4,7.2,72.0,0.07
Alan Wake,Action,PC,8.0,83.0,0.06
Risen 3: Titan Lords,Role-Playing,X360,4.4,44.0,0.06
Steambot Chronicles: Battle Tournament,Fighting,PSP,6.3,54.0,0.06
Wings of War,Simulation,XB,5.0,62.0,0.06
187: Ride or Die,Racing,XB,6.9,51.0,0.06
RPG Maker 3,Role-Playing,PS2,7.9,69.0,0.06
Kabuki Warriors,Action,XB,2.5,32.0,0.06
World Poker Tour,Misc,XB,7.8,63.0,0.06
Age of Empires III: The Asian Dynasties,Strategy,PC,8.5,81.0,0.06
IL-2 Sturmovik: Birds of Prey,Simulation,DS,2.4,41.0,0.06
NanoBreaker,Action,PS2,6.7,51.0,0.06
Bionicle,Action,XB,1.5,49.0,0.06
GRID 2,Racing,PC,5.7,80.0,0.06
Criminal Girls: Invite Only,Role-Playing,PSV,6.7,55.0,0.06
Miami Vice: The Game,Shooter,PSP,7.0,63.0,0.06
Samurai Warriors Chronicles 3,Action,PSV,7.9,70.0,0.06
BMX XXX,Sports,GC,5.0,60.0,0.06
One Piece: Unlimited World Red,Action,WiiU,7.8,66.0,0.06
Aggressive Inline,Sports,XB,7.7,85.0,0.06
Insecticide,Action,DS,7.0,55.0,0.06
XGRA: Extreme G Racing Association,Racing,PS2,8.6,68.0,0.06
Mario vs. Donkey Kong: Tipping Stars,Puzzle,3DS,7.5,70.0,0.06
Tournament of Legends,Fighting,Wii,6.9,45.0,0.06
Escape from Bug Island,Action,Wii,5.0,37.0,0.06
Gradius Collection,Shooter,PSP,8.5,76.0,0.06
Fist of the North Star: Ken's Rage 2,Fighting,X360,7.1,55.0,0.06
Gallop Racer 2004,Sports,PS2,8.7,70.0,0.06
Mobile Suit Gundam Seed: Never Ending Tomorrow,Shooter,PS2,7.8,45.0,0.06
F1 2001,Racing,XB,5.5,83.0,0.06
Crimson Gem Saga,Role-Playing,PSP,7.5,78.0,0.06
Monster Tale,Platform,DS,8.0,79.0,0.06
Legend of the Dragon,Fighting,Wii,4.8,37.0,0.06
Cel Damage,Racing,GC,6.8,67.0,0.06
Mirror's Edge Catalyst,Platform,PC,4.4,74.0,0.06
Arc the Lad: End of Darkness,Role-Playing,PS2,4.2,59.0,0.06
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,GBA,6.2,68.0,0.06
Tokobot,Platform,PSP,7.3,72.0,0.06
Land of the Dead: Road to Fiddler's Green,Shooter,XB,5.8,32.0,0.06
Assetto Corsa,Racing,PS4,6.2,73.0,0.06
NHL 2K9,Sports,Wii,5.4,65.0,0.06
"Warhammer 40,000: Squad Command",Strategy,DS,7.9,57.0,0.06
One Piece: Burning Blood,Fighting,XOne,5.8,60.0,0.06
TrackMania Turbo,Action,XOne,7.7,76.0,0.06
Pro Evolution Soccer 2015,Sports,PC,5.8,82.0,0.06
Zero Escape: Zero Time Dilemma,Adventure,PSV,8.3,83.0,0.06
Bionicle Heroes,Shooter,DS,6.4,72.0,0.06
Mystic Heroes,Action,PS2,8.6,67.0,0.06
Jurassic Park III: Park Builder,Simulation,GBA,8.0,65.0,0.06
Unchained Blades ,Role-Playing,PSP,7.5,61.0,0.06
Showtime Championship Boxing,Fighting,Wii,4.7,35.0,0.06
Bomberman Land,Misc,PSP,7.8,55.0,0.06
Steins;Gate,Adventure,PS3,8.7,83.0,0.06
Nights of Azure,Action,PS4,7.6,67.0,0.06
Age of Empires Online,Strategy,PC,5.6,70.0,0.06
Earth Defense Force 2017 Portable,Action,PSV,7.9,68.0,0.06
Atelier Iris 2: The Azoth Of Destiny,Role-Playing,PS2,7.8,68.0,0.06
From The Abyss,Role-Playing,DS,8.0,59.0,0.06
The LEGO Movie Videogame,Action,PC,6.8,68.0,0.06
DuckTales: Remastered,Action,WiiU,7.9,76.0,0.06
Giants: Citizen Kabuto,Shooter,PS2,6.9,79.0,0.06
MX vs. ATV Supercross,Racing,X360,4.8,48.0,0.06
Grand Kingdom,Role-Playing,PSV,8.8,76.0,0.06
LEGO Batman: The Videogame,Action,PC,7.8,80.0,0.06
Alone in the Dark,Adventure,PS2,5.4,47.0,0.06
Muppets Party Cruise,Misc,PS2,8.0,61.0,0.06
Earth Defense Force 4.1: The Shadow of New Despair,Shooter,PS4,7.9,64.0,0.06
Cold Fear,Action,XB,7.6,71.0,0.06
The Technomancer,Role-Playing,PS4,6.7,60.0,0.06
Theme Park,Simulation,DS,7.6,72.0,0.06
Call of Cthulhu: Dark Corners of the Earth,Adventure,XB,8.1,77.0,0.06
Blur,Racing,PC,7.4,81.0,0.06
The Next BIG Thing,Adventure,PC,7.9,75.0,0.06
Alien Syndrome,Role-Playing,Wii,7.1,48.0,0.06
Vexx,Platform,GC,7.3,71.0,0.06
Secret Files: Tunguska,Adventure,Wii,7.6,65.0,0.06
Unreal Tournament III,Shooter,PC,8.0,83.0,0.06
Disney Sports Skateboarding,Sports,GC,4.7,36.0,0.06
Terminator 3: The Redemption,Shooter,XB,8.6,66.0,0.06
Arkanoid DS,Puzzle,DS,7.0,61.0,0.06
Call of Duty 2,Shooter,PC,8.4,86.0,0.06
Big Bang Mini,Shooter,DS,8.2,78.0,0.06
Serious Sam II,Shooter,XB,6.7,72.0,0.06
Song of the Deep,Action,XOne,6.9,66.0,0.06
Dead Rising 2: Off the Record,Action,PC,5.3,66.0,0.06
Flipnic: Ultimate Pinball,Misc,PS2,8.1,64.0,0.06
The Witcher,Role-Playing,PC,8.8,81.0,0.06
Coded Arms: Contagion,Shooter,PSP,6.6,56.0,0.06
S.T.A.L.K.E.R.: Call of Pripyat,Shooter,PC,8.7,80.0,0.06
Create,Action,PC,6.8,54.0,0.06
Commandos: Strike Force,Shooter,PS2,8.5,58.0,0.06
Mobile Suit Gundam: Gundam vs. Zeta Gundam,Shooter,PS2,8.6,57.0,0.06
Guilty Gear X: Advance Edition,Fighting,GBA,5.9,67.0,0.06
Warriors of the Lost Empire,Role-Playing,PSP,7.4,52.0,0.06
Devil's Third,Action,WiiU,6.5,43.0,0.06
Star Trek: Tactical Assault,Strategy,DS,7.0,63.0,0.06
Oddworld: Munch's Oddysee,Platform,GBA,2.5,44.0,0.06
Broken Sword: The Shadow of the Templars,Adventure,GBA,7.8,80.0,0.06
Resident Evil - Code: Veronica X,Action,GC,8.5,62.0,0.06
Trapt,Action,PS2,7.9,60.0,0.06
Lord of Magna: Maiden Heaven,Role-Playing,3DS,7.8,68.0,0.06
Worms 3D,Strategy,XB,8.4,69.0,0.06
PoPoLoCrois,Role-Playing,PSP,7.4,66.0,0.06
Dragon Rage,Shooter,PS2,6.4,50.0,0.06
Theresia...,Adventure,DS,8.0,61.0,0.06
Sacred 2: Fallen Angel,Role-Playing,PC,6.9,71.0,0.06
Adventure Time: The Secret of the Nameless Kingdom,Action,X360,7.5,58.0,0.06
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,DS,7.0,58.0,0.06
Jumper: Griffin's Story,Action,X360,3.3,29.0,0.06
Tron 2.0: Killer App,Action,XB,4.3,69.0,0.06
The Fast and the Furious,Racing,PS2,6.6,59.0,0.06
Vampire Rain: Altered Species,Action,PS3,3.5,30.0,0.06
The History Channel: Battle for the Pacific,Shooter,X360,6.1,35.0,0.06
Racing Gears Advance,Racing,GBA,8.9,83.0,0.06
Toy Soldiers: War Chest,Action,XOne,8.4,60.0,0.06
Inversion,Shooter,X360,6.5,53.0,0.06
Need for Speed: Shift,Racing,PC,5.8,83.0,0.06
Mercury Meltdown,Action,PSP,7.8,78.0,0.06
Exist Archive: The Other Side of the Sky,Role-Playing,PSV,8.3,71.0,0.06
Zoo Tycoon 2,Strategy,PC,8.1,72.0,0.06
Brave: A Warrior's Tale,Action,X360,5.0,42.0,0.06
Fatal Frame,Action,XB,8.6,77.0,0.06
Urban Chaos: Riot Response,Shooter,PS2,7.8,73.0,0.06
Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,PS2,4.6,44.0,0.06
Ivy the Kiwi?,Puzzle,Wii,7.2,74.0,0.06
Resident Evil 2,Action,GC,8.5,59.0,0.06
Catwoman,Action,XB,4.6,45.0,0.06
Top Gun: Hard Lock,Action,X360,3.5,54.0,0.06
Warriors Orochi 2,Action,X360,8.1,44.0,0.06
Mana Khemia: Alchemists of Al-Revis,Role-Playing,PS2,7.5,69.0,0.06
Street Fighter V,Fighting,PC,2.9,74.0,0.06
Zone of the Enders: The Fist of Mars,Role-Playing,GBA,9.0,71.0,0.06
MX vs. ATV Supercross Encore,Sports,PS4,4.1,42.0,0.06
Gun Showdown,Action,PSP,7.6,73.0,0.06
Tiger Woods PGA Tour 08,Sports,DS,7.6,81.0,0.06
Constantine,Action,XB,7.1,60.0,0.06
Tom Clancy's Splinter Cell: Double Agent,Action,GC,7.1,64.0,0.06
Samurai Shodown Anthology,Fighting,Wii,8.2,74.0,0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl,Shooter,PC,8.4,82.0,0.06
Nanostray,Shooter,DS,7.7,71.0,0.06
Samurai Jack: The Shadow of Aku,Action,PS2,8.4,59.0,0.06
Tropico 5,Simulation,X360,7.2,71.0,0.06
Rugby World Cup 2015,Sports,PS4,1.9,25.0,0.06
Lost Kingdoms II,Role-Playing,GC,9.1,68.0,0.06
Aggressive Inline,Sports,GC,7.8,88.0,0.06
Viewtiful Joe: Red Hot Rumble,Action,GC,6.9,62.0,0.06
Blade Dancer: Lineage of Light,Role-Playing,PSP,6.9,60.0,0.06
X-Men: Destiny,Action,DS,5.6,33.0,0.06
The Sims 2: University,Simulation,PC,7.8,81.0,0.06
Generation of Chaos,Role-Playing,PSP,7.7,60.0,0.06
Pump It Up: Exceed,Misc,PS2,8.4,73.0,0.06
Tokyo Twilight Ghost Hunters,Role-Playing,PS3,6.4,64.0,0.06
MotorStorm RC,Racing,PSV,6.8,78.0,0.06
Harry Potter and the Sorcerer's Stone,Action,PC,7.8,65.0,0.06
Tom Clancy's Rainbow Six: Critical Hour,Shooter,XB,3.6,54.0,0.06
Scurge: Hive,Action,DS,8.6,70.0,0.06
Remember Me,Action,PC,7.4,65.0,0.06
NBA Live 07,Sports,XB,6.8,69.0,0.06
Ride to Hell,Racing,X360,1.3,19.0,0.06
The Saboteur,Action,PC,8.0,76.0,0.06
Hail to the Chimp,Misc,X360,6.1,52.0,0.06
Tom Clancy's Rainbow Six 3,Shooter,GC,8.2,68.0,0.06
Rocket League,Sports,PC,8.2,86.0,0.06
V-Rally 3,Racing,PS2,7.4,82.0,0.06
Mirror's Edge,Platform,PC,8.1,81.0,0.06
Titan Quest,Role-Playing,PC,8.1,77.0,0.06
Amazing Island,Strategy,GC,6.6,59.0,0.06
Izuna 2: The Unemployed Ninja Returns,Role-Playing,DS,7.9,65.0,0.06
Gothic 3,Role-Playing,PC,7.3,63.0,0.06
7 Days to Die,Action,XOne,5.2,35.0,0.05
Alvin and the Chipmunks,Misc,Wii,3.6,30.0,0.05
Final Fight: Streetwise,Action,PS2,6.2,43.0,0.05
Speed Kings,Racing,XB,8.8,60.0,0.05
Rebelstar: Tactical Command,Strategy,GBA,9.1,78.0,0.05
F1 2010,Racing,PC,6.6,84.0,0.05
Gladiator: Sword of Vengeance,Action,XB,7.1,65.0,0.05
Bombastic,Puzzle,PS2,7.2,72.0,0.05
Coraline,Action,Wii,5.5,42.0,0.05
Hearts of Iron IV,Strategy,PC,6.9,83.0,0.05
Wing Commander: Prophecy,Simulation,GBA,8.3,70.0,0.05
Marc Ecko's Getting Up: Contents Under Pressure,Action,PS2,7.2,69.0,0.05
Captain America: Super Soldier,Action,Wii,6.0,57.0,0.05
Sega Soccer Slam,Sports,XB,8.5,80.0,0.05
Enemy Front,Shooter,PS3,6.0,43.0,0.05
Front Mission Evolved,Shooter,PC,5.1,63.0,0.05
Dynasty Warriors 5,Action,XB,8.0,66.0,0.05
The Lost Chronicles of Zerzura,Adventure,PC,6.7,76.0,0.05
Murdered: Soul Suspect,Action,PC,7.4,59.0,0.05
Rez,Shooter,PS2,8.3,78.0,0.05
Neverland Card Battles,Role-Playing,PSP,7.8,57.0,0.05
Lufia: The Ruins of Lore,Role-Playing,GBA,8.3,76.0,0.05
UEFA Euro 2004: Portugal,Sports,XB,8.1,74.0,0.05
Airline Tycoon 2,Simulation,PC,5.5,57.0,0.05
Medabots: Infinity,Role-Playing,GC,8.0,51.0,0.05
IL-2 Sturmovik: Cliffs of Dover,Simulation,PC,7.1,60.0,0.05
NFL Blitz Pro,Sports,XB,6.6,71.0,0.05
Black Sigil: Blade of the Exiled,Role-Playing,DS,7.5,58.0,0.05
Death Jr. II: Root of Evil,Platform,PSP,7.3,68.0,0.05
Wakeboarding Unleashed Featuring Shaun Murray,Sports,XB,8.8,80.0,0.05
Mighty No. 9,Platform,PS4,3.5,52.0,0.05
Samurai Champloo: Sidetracked,Action,PS2,7.2,66.0,0.05
Dead or Alive Xtreme 3: Fortune,Sports,PS4,7.8,43.0,0.05
Drill Dozer,Platform,GBA,8.3,81.0,0.05
Medal of Honor: Airborne,Shooter,PC,7.3,78.0,0.05
Men of War: Assault Squad,Strategy,PC,8.2,77.0,0.05
Rhapsody: A Musical Adventure,Role-Playing,DS,6.8,67.0,0.05
Dead Island Definitive Collection,Action,XOne,4.9,67.0,0.05
PAC-MAN and the Ghostly Adventures,Platform,WiiU,6.5,58.0,0.05
Virtua Striker 2002,Sports,GC,6.0,58.0,0.05
UEFA Champions League 2006-2007,Sports,X360,8.2,72.0,0.05
F1 2015,Racing,PC,3.6,61.0,0.05
Aliens in the Attic,Action,DS,6.0,58.0,0.05
Hunted: The Demon's Forge,Action,PC,6.6,61.0,0.05
Otogi 2: Immortal Warriors,Action,XB,8.3,79.0,0.05
Legend of Kay,Action,PS2,7.3,72.0,0.05
Lucha Libre AAA: Heroes del Ring,Fighting,X360,6.3,49.0,0.05
Piglet's Big Game,Platform,GC,8.0,70.0,0.05
Tom Clancy's HAWX 2,Action,PC,3.8,66.0,0.05
Fallout: Brotherhood of Steel,Role-Playing,XB,5.5,66.0,0.05
IndyCar Series,Racing,XB,7.8,71.0,0.05
Killing Floor 2 ,Shooter,PS4,8.0,76.0,0.05
Ferrari F355 Challenge,Racing,PS2,4.4,70.0,0.05
Mortal Kombat X,Fighting,PC,5.1,76.0,0.05
Cities in Motion,Simulation,PC,7.7,70.0,0.05
Shifters,Adventure,PS2,5.9,37.0,0.05
Bladestorm: Nightmare,Action,XOne,7.1,48.0,0.05
TNA iMPACT: Cross the Line,Fighting,PSP,6.5,50.0,0.05
Sacred 3,Role-Playing,X360,4.1,51.0,0.05
Venetica,Role-Playing,PC,6.8,61.0,0.05
Operation Flashpoint: Dragon Rising,Shooter,PC,4.9,76.0,0.05
Wasteland 2,Role-Playing,XOne,7.1,77.0,0.05
DoDonPachi Resurrection,Shooter,X360,8.6,77.0,0.05
MorphX,Shooter,X360,6.6,33.0,0.05
Sigma Star Saga,Role-Playing,GBA,8.2,68.0,0.05
FIFA Soccer 2004,Sports,GBA,7.9,82.0,0.05
Disney's Party,Misc,GC,7.8,39.0,0.05
The Bureau: XCOM Declassified,Shooter,PC,6.5,66.0,0.05
Nanostray 2,Shooter,DS,7.8,75.0,0.05
Dokapon Journey,Role-Playing,DS,7.0,60.0,0.05
Metal Slug Anthology,Shooter,PSP,7.4,78.0,0.05
Back to the Future: The Game,Adventure,Wii,4.1,66.0,0.05
Phantom Crash,Simulation,XB,8.3,74.0,0.05
Yanya Caballista: City Skater,Sports,PS2,6.3,58.0,0.05
The Typing of the Dead,Shooter,DC,7.8,83.0,0.05
Jenga World Tour,Misc,Wii,2.8,26.0,0.05
Tenchu: Dark Secret,Action,DS,5.1,37.0,0.05
Shrek Super Party,Misc,GC,7.3,40.0,0.05
Second Sight,Adventure,GC,8.5,77.0,0.05
Rave Master,Fighting,GC,6.3,60.0,0.05
Bejeweled Twist,Puzzle,PC,7.3,78.0,0.05
GRID,Racing,DS,8.1,79.0,0.05
Steins;Gate 0,Adventure,PS4,8.3,81.0,0.05
Ivy the Kiwi?,Puzzle,DS,6.3,69.0,0.05
Hail to the Chimp,Misc,PS3,4.5,51.0,0.05
Alias,Action,XB,6.0,64.0,0.05
OutRun 2006: Coast 2 Coast,Racing,PS2,8.8,81.0,0.05
Arx Fatalis,Role-Playing,XB,8.2,71.0,0.05
Zumba Fitness Core,Misc,X360,6.7,77.0,0.05
Guilty Gear Dust Strikers,Fighting,DS,5.8,60.0,0.05
Dark Summit,Sports,GC,4.5,68.0,0.05
Star Wars: Republic Commando,Shooter,PC,8.7,78.0,0.05
The Lost Vikings,Puzzle,GBA,9.1,75.0,0.05
Tour de France 2011,Racing,X360,7.6,46.0,0.05
Plants vs. Zombies,Strategy,PC,8.9,87.0,0.05
Secret Files: Tunguska,Adventure,DS,7.6,71.0,0.05
Stretch Panic,Platform,PS2,7.8,65.0,0.05
PQ2: Practical Intelligence Quotient,Puzzle,PSP,7.8,74.0,0.05
Metroid Prime: Federation Force,Action,3DS,5.1,64.0,0.05
DiRT 2,Racing,PC,8.2,89.0,0.05
Payday 2,Shooter,PC,3.4,79.0,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,Platform,PS2,7.4,64.0,0.05
Furu Furu Park,Misc,Wii,4.8,43.0,0.05
Hatsune Miku: Project Diva X,Misc,PS4,7.4,78.0,0.05
Whirl Tour,Sports,GC,9.0,61.0,0.05
Grand Ages: Medieval,Strategy,PC,5.4,63.0,0.05
Saints Row: Gat out of Hell,Action,PS4,5.7,64.0,0.05
Stunt GP,Racing,PS2,8.1,49.0,0.05
Plants vs. Zombies: Garden Warfare 2,Shooter,PC,7.5,82.0,0.05
Singularity,Shooter,PC,7.7,76.0,0.05
NASCAR Heat Evolution,Racing,PS4,3.8,66.0,0.05
Ms Saga: A New Dawn,Role-Playing,PS2,8.6,65.0,0.05
Child of Light,Role-Playing,PS4,8.0,82.0,0.05
GrimGrimoire,Strategy,PS2,7.9,79.0,0.05
Deadliest Catch: Alaskan Storm,Sports,X360,5.9,56.0,0.05
Crime Life: Gang Wars,Action,XB,3.4,30.0,0.05
Rugby 2005,Sports,XB,7.7,75.0,0.05
"Warhammer 40,000: Dawn of War",Strategy,PC,8.8,86.0,0.05
Rock 'N Roll Racing,Racing,GBA,9.4,80.0,0.05
Silhouette Mirage,Platform,PS,7.5,69.0,0.05
Dynasty Warriors Vol. 2,Action,PSP,8.1,57.0,0.05
Freelancer,Simulation,PC,9.0,85.0,0.05
LEGO Indiana Jones 2: The Adventure Continues,Action,PC,8.0,66.0,0.05
Rugby 06,Sports,PS2,7.8,70.0,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,Action,XB,8.3,84.0,0.05
2002 FIFA World Cup,Sports,GC,7.7,78.0,0.05
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,X360,7.5,79.0,0.05
Need for Speed Carbon,Racing,PC,7.2,78.0,0.05
Colin McRae Rally 2005,Racing,XB,7.5,83.0,0.05
Saiyuki: Journey West,Strategy,PS,7.1,73.0,0.05
Empire Earth,Strategy,PC,8.2,81.0,0.05
DuckTales: Remastered,Action,PS3,7.4,75.0,0.05
Worms Reloaded,Strategy,PC,6.8,79.0,0.05
StarCraft,Strategy,PC,9.1,88.0,0.05
World Championship Pool 2004,Sports,PS2,6.7,60.0,0.05
B-Boy,Misc,PSP,7.8,50.0,0.05
Kakuto Chojin,Fighting,XB,7.2,46.0,0.05
Need for Speed Underground,Racing,PC,8.3,82.0,0.05
Moon,Adventure,DS,7.4,71.0,0.05
Snoopy vs the Red Baron,Adventure,PSP,7.8,76.0,0.05
Virtua Tennis 3,Sports,PSP,7.7,79.0,0.05
Raze's Hell,Shooter,XB,8.1,71.0,0.05
Far Cry,Shooter,PC,8.1,89.0,0.05
Hoshigami: Ruining Blue Earth,Role-Playing,PS,8.7,62.0,0.05
NightCaster II: Equinox,Action,XB,7.0,46.0,0.05
Ship Simulator Extremes,Simulation,PC,6.2,49.0,0.05
Time Crisis: Project Titan,Shooter,PS,6.7,71.0,0.05
Ys: The Ark of Napishtim,Role-Playing,PSP,7.3,64.0,0.05
Pro Evolution Soccer 2017,Sports,XOne,6.1,87.0,0.05
FIFA Soccer 10,Sports,PC,3.8,72.0,0.05
Tom Clancy's Rainbow Six: Lockdown,Shooter,GC,7.8,72.0,0.05
The Sims,Simulation,PC,7.9,92.0,0.05
FIFA Manager 12,Sports,PC,3.9,72.0,0.05
Gitaroo Man,Misc,PS2,8.7,82.0,0.05
Cabela's Trophy Bucks,Sports,X360,3.0,39.0,0.05
XCOM 2,Strategy,XOne,8.1,87.0,0.05
Yaiba: Ninja Gaiden Z,Action,X360,5.3,50.0,0.05
Rock of the Dead,Shooter,X360,4.8,48.0,0.05
Code Lyoko,Action,DS,6.8,63.0,0.05
Pool Party,Sports,Wii,0.7,32.0,0.05
Rapala Fishing Frenzy 2009,Sports,X360,7.2,41.0,0.05
Company of Heroes,Strategy,PC,8.8,93.0,0.05
Wonder World Amusement Park,Misc,Wii,4.5,37.0,0.05
Ride 2,Racing,PS4,8.0,71.0,0.05
Wing Island,Simulation,Wii,4.9,47.0,0.05
Silent Hunter: Wolves of the Pacific,Simulation,PC,6.9,79.0,0.05
Wrath Unleashed,Strategy,XB,7.0,69.0,0.05
March of the Penguins,Adventure,DS,1.7,34.0,0.05
Double Dragon Advance,Action,GBA,8.4,75.0,0.05
The Bible Game,Misc,XB,2.7,60.0,0.05
Bubble Bobble Revolution,Puzzle,DS,6.2,38.0,0.05
Yager,Shooter,XB,9.3,70.0,0.05
Root Letter,Adventure,PSV,7.8,78.0,0.05
Futurama,Platform,XB,6.9,58.0,0.05
Supreme Commander,Strategy,PC,8.3,86.0,0.05
Pool Hall Pro,Sports,Wii,5.3,62.0,0.05
Wolfenstein,Shooter,PC,7.3,74.0,0.05
Microsoft Train Simulator,Simulation,PC,8.4,84.0,0.05
Resident Evil 6,Shooter,XOne,6.3,63.0,0.05
Assassin's Creed: Altair's Chronicles,Platform,DS,6.3,58.0,0.05
Bad Boys: Miami Takedown,Shooter,GC,2.0,35.0,0.05
Fantastic Four: Rise of the Silver Surfer,Action,Wii,5.9,39.0,0.05
Pony Friends,Simulation,DS,6.6,67.0,0.04
Art of Fighting Anthology,Fighting,PS2,7.0,60.0,0.04
Sébastien Loeb Rally Evo,Racing,PS4,8.1,71.0,0.04
Lux-Pain,Adventure,DS,6.2,48.0,0.04
Guilty Gear XX Accent Core,Fighting,PS2,8.3,77.0,0.04
Mafia,Action,PC,9.1,88.0,0.04
Disney's Donald Duck: Goin' Quackers,Platform,GC,3.0,61.0,0.04
Operation Flashpoint: Elite,Shooter,XB,8.3,64.0,0.04
Fantastic Four: Rise of the Silver Surfer,Action,DS,4.8,35.0,0.04
Virtua Tennis 3,Sports,X360,6.8,80.0,0.04
Front Mission,Strategy,DS,8.9,72.0,0.04
Tropico 3,Strategy,PC,8.1,79.0,0.04
Boktai 2: Solar Boy Django,Role-Playing,GBA,8.5,78.0,0.04
Life is Strange,Adventure,PC,8.6,83.0,0.04
Battlezone,Action,PS4,7.0,66.0,0.04
Pro Evolution Soccer 2016,Sports,PC,4.3,76.0,0.04
The Dark Spire,Role-Playing,DS,7.7,69.0,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,XOne,6.0,55.0,0.04
Runaway: A Twist of Fate,Adventure,PC,8.2,79.0,0.04
FlatOut 2,Racing,XB,7.3,73.0,0.04
Rogue Trooper,Shooter,PS2,8.2,71.0,0.04
Backyard Baseball '09,Sports,Wii,7.8,37.0,0.04
Tom Clancy's HAWX,Action,PC,7.3,70.0,0.04
Enemy Front,Shooter,X360,5.8,35.0,0.04
Shantae and the Pirate's Curse,Platform,3DS,8.5,82.0,0.04
Dai Senryaku VII: Modern Military Tactics,Strategy,XB,8.8,74.0,0.04
Castle of Shikigami III,Shooter,Wii,7.6,67.0,0.04
Nobunaga's Ambition: Sphere of Influence,Strategy,PS4,8.1,80.0,0.04
FIFA Street 2,Sports,DS,7.5,43.0,0.04
City Life: World Edition,Simulation,PC,8.2,75.0,0.04
Corpse Party: Book of Shadows,Adventure,PSP,8.2,67.0,0.04
WarTech: Senko no Ronde,Fighting,X360,6.1,60.0,0.04
IL-2 Sturmovik: 1946,Simulation,PC,8.8,86.0,0.04
Red Ninja: End of Honor,Action,PS2,5.0,47.0,0.04
Praetorians,Strategy,PC,8.2,78.0,0.04
Smash Court Tennis 3,Sports,PSP,6.3,68.0,0.04
LEGO Friends,Action,3DS,8.3,43.0,0.04
SPRay,Action,Wii,4.5,42.0,0.04
Outlaw Tennis,Sports,XB,7.7,66.0,0.04
Brothers: A Tale of Two Sons,Adventure,XOne,8.9,81.0,0.04
Attack of the Movies 3D,Shooter,X360,1.7,38.0,0.04
Secret Files: Tunguska,Adventure,PC,7.4,66.0,0.04
NASCAR 07,Racing,XB,7.0,72.0,0.04
Dance Dance Revolution Disney Mix,Simulation,PS,8.3,74.0,0.04
Nitroplus Blasterz: Heroines Infinite Duel,Fighting,PS4,6.9,70.0,0.04
Thrillville: Off the Rails,Strategy,DS,6.2,59.0,0.04
Bloody Roar Extreme,Fighting,XB,8.6,61.0,0.04
Clockwork Empires,Strategy,PC,3.8,58.0,0.04
Split/Second,Racing,PC,8.2,79.0,0.04
Resident Evil 6,Shooter,PC,5.9,69.0,0.04
Dead Head Fred,Action,PSP,7.3,75.0,0.04
Ride to Hell,Racing,PS3,1.0,13.0,0.04
Need for Speed: ProStreet,Racing,PC,5.9,70.0,0.04
Digimon Rumble Arena 2,Fighting,GC,8.1,71.0,0.04
Gravity Falls: Legend of the Gnome Gemulets,Action,3DS,5.8,46.0,0.04
Rodea the Sky Soldier,Action,3DS,5.6,45.0,0.04
Hellboy: The Science of Evil,Action,PSP,7.1,42.0,0.04
The Sims Deluxe,Simulation,PC,8.2,92.0,0.04
LEGO Indiana Jones: The Original Adventures,Action,PC,7.7,78.0,0.04
The Sims 2: Pets,Simulation,PC,7.7,76.0,0.04
Deadliest Warrior: Ancient Combat,Fighting,X360,6.3,37.0,0.04
The Kore Gang,Platform,Wii,8.6,70.0,0.04
Rugby Challenge 3,Sports,PS4,6.8,64.0,0.04
Blood Bowl,Sports,PC,6.5,72.0,0.04
Port Royale 2,Strategy,PC,7.7,75.0,0.04
Star Trek: Shattered Universe,Simulation,XB,4.0,41.0,0.04
Company of Heroes: Tales of Valor,Strategy,PC,7.2,70.0,0.04
Guilty Gear XX Accent Core,Fighting,Wii,8.4,75.0,0.04
WarJetz,Shooter,PS2,5.5,59.0,0.04
Stellaris,Strategy,PC,8.0,78.0,0.04
Devil May Cry 4,Action,PC,8.5,78.0,0.04
Barnyard,Action,Wii,5.7,65.0,0.04
Test Drive: Ferrari Legends,Racing,PS3,4.9,62.0,0.04
Heroes of Might and Magic V,Strategy,PC,7.9,77.0,0.04
Metal Gear Solid: Digital Graphic Novel,Misc,PSP,7.2,78.0,0.04
Aeon Flux,Action,PS2,5.8,66.0,0.04
Age of Mythology: The Titans,Strategy,PC,8.7,84.0,0.04
Psycho-Pass: Mandatory Happiness,Adventure,PS4,8.3,72.0,0.04
Virtua Tennis 4,Sports,PC,7.3,66.0,0.04
Shattered Union,Strategy,XB,6.9,66.0,0.04
GRID,Racing,PC,7.9,87.0,0.04
Unchained Blades ,Role-Playing,3DS,7.8,65.0,0.04
Terraria,Action,XOne,7.7,84.0,0.04
Company of Heroes: Opposing Fronts,Strategy,PC,8.6,87.0,0.04
NHL Hitz Pro,Sports,GC,7.8,81.0,0.04
Superman: Countdown to Apokolips,Platform,GBA,5.7,47.0,0.04
Worms 4: Mayhem,Strategy,XB,9.2,69.0,0.04
Rise of Nations,Strategy,PC,9.0,89.0,0.04
