name,user_score,user_count
Cabela's Deer Hunt 2005 Season,7.5,6.0
18 Wheels of Steel: Extreme Trucker 2,8.3,10.0
Dead Man's Hand,8.1,9.0
Smash Cars,9.0,5.0
NASCAR 07,8.9,16.0
Tecmo Bowl: Kickoff,7.3,8.0
Lost Horizon,7.9,27.0
Rugby 15,3.4,65.0
Dokapon Kingdom,6.5,8.0
Puzzle Quest 2,5.8,11.0
Phantasy Star Collection,8.1,7.0
Final Fantasy III,8.9,15.0
Disney Art Academy,6.8,5.0
A Witch's Tale,6.2,9.0
Hyperdimension Neptunia U: Action Unleashed,6.8,44.0
Retro Game Challenge,7.3,15.0
Shining Force NEO,8.1,20.0
FIFA Street 2,5.7,7.0
Fantastic Four: Rise of the Silver Surfer,5.4,16.0
Monster Madness: Battle for Suburbia,5.2,18.0
Tom Clancy's EndWar,5.9,8.0
NFL Head Coach 09,8.4,28.0
Star Trek: Conquest,9.1,10.0
Blood Drive,6.5,10.0
Phantom Dust,8.5,35.0
The Walking Dead: Survival Instinct,4.6,49.0
Growlanser Generations,7.7,19.0
Mega Man Battle Chip Challenge,8.3,8.0
Fatal Frame: Maiden of Black Water,7.6,226.0
Prince of Persia: Rival Swords,8.2,19.0
Cold Winter,8.2,23.0
Ring of Red,8.7,11.0
Stubbs the Zombie in Rebel Without a Pulse,8.1,16.0
Batman: Dark Tomorrow,3.6,18.0
Ping Pals,3.9,26.0
MLB 13: The Show,7.5,21.0
18 Wheeler: American Pro Trucker,6.8,8.0
The King of Fighters '99,8.9,39.0
Split/Second,6.7,15.0
Warhammer: Battle March,6.7,20.0
Batman: Rise of Sin Tzu,7.7,6.0
The King of Fighters XII,4.2,33.0
Spy vs Spy,8.0,8.0
Coraline,2.0,6.0
Cold Fear,7.7,27.0
Zubo,7.6,75.0
NHL Hitz 20-03,8.5,13.0
Murakumo: Renegade Mech Pursuit,7.5,4.0
Gun Metal,7.6,8.0
Cory in the House,9.5,1273.0
BloodRayne,8.5,4.0
ECW Anarchy Rulz,6.3,4.0
InuYasha: A Feudal Fairy Tale,9.0,74.0
Where the Wild Things Are,5.4,5.0
TMNT,4.1,12.0
Sabrina The Teenage Witch: Potion Commotion,2.8,6.0
Yu Yu Hakusho: Tournament Tactics,6.8,8.0
WWE All Stars,3.4,5.0
MLB Power Pros,8.8,11.0
Dementium II,8.3,31.0
GoldenEye: Rogue Agent,7.5,18.0
BlazBlue: Calamity Trigger Portable,7.8,18.0
AirForce Delta Strike,7.0,6.0
Pimp My Ride,3.8,8.0
Capcom vs. SNK 2 EO,8.9,27.0
Hot Wheels Velocity X,6.4,5.0
Open Season,7.3,9.0
de Blob 2,8.2,6.0
Call of Juarez: The Cartel,3.3,126.0
Space Chimps,5.3,12.0
FIFA Soccer 06,7.7,20.0
JASF: Jane's Advanced Strike Fighters,3.1,7.0
The History Channel: Battle for the Pacific,5.3,6.0
Digimon Story: Cyber Sleuth,8.5,289.0
Cloudy With a Chance of Meatballs,5.3,4.0
The Settlers,5.6,7.0
Stronghold,8.9,224.0
Ridge Racer Unbounded,7.7,56.0
Mortal Kombat: Deception,8.9,15.0
ESPN NHL Hockey,8.4,24.0
John Daly's ProStroke Golf,4.1,8.0
XXX,5.0,4.0
Truth or Lies,5.2,6.0
Worms Forts: Under Siege,8.0,15.0
Project: Snowblind,7.0,10.0
Astro Boy: The Video Game,5.0,4.0
Gabrielle's Ghostly Groove 3D,7.4,9.0
Cake Mania,6.1,7.0
Disney's Extreme Skate Adventure,8.3,7.0
Pac-Man World 2,6.0,5.0
Odama,8.0,17.0
Karaoke Revolution Presents American Idol Encore,7.0,6.0
Naval Ops: Warship Gunner,8.9,23.0
Bionicle Heroes,5.2,5.0
The King of Fighters 2000/2001,8.6,17.0
Valkyrie Drive: Bhikkhuni,8.5,11.0
Bodycount,3.5,28.0
Ninja Assault,5.3,4.0
Samurai Warriors 4,8.6,18.0
Alias,8.0,10.0
Calling,6.7,16.0
Night at the Museum: Battle of the Smithsonian,7.1,8.0
Spyborgs,6.3,6.0
NHL Rivals 2004,8.8,20.0
Bodycount,4.7,73.0
Machinarium,8.8,526.0
Avatar: The Last Airbender,6.3,10.0
Death Jr.: Root of Evil,8.1,14.0
Michael Phelps: Push the Limit,3.5,6.0
Lost in Blue,7.8,21.0
Batman: Return to Arkham,8.2,43.0
Constantine,7.4,24.0
Charlie and the Chocolate Factory,0.5,8.0
Dynasty Tactics 2,9.1,13.0
Real World Golf,6.3,4.0
Ty the Tasmanian Tiger 2: Bush Rescue,8.8,4.0
Blazblue: Continuum Shift Extend,7.5,97.0
Mushroom Men: Rise of the Fungi,7.3,4.0
The Polar Express,4.7,9.0
BMX XXX,7.8,9.0
Frogger: Helmet Chaos,6.4,5.0
Pimp My Ride,3.8,29.0
RIGS: Mechanized Combat League,7.9,76.0
Hellboy: The Science of Evil,5.7,9.0
NBA Live 16,5.6,62.0
Sonic Generations,8.3,337.0
Astro Boy: The Video Game,3.5,4.0
Grand Theft Auto: San Andreas,7.5,46.0
[Prototype 2],6.4,389.0
Zombie Army Trilogy,7.2,40.0
Cabela's North American Adventures,9.0,4.0
Rengoku: The Tower of Purgatory,5.6,22.0
Bust-A-Move DS,7.0,6.0
God Eater 2: Rage Burst,8.0,79.0
BlazBlue: Continuum Shift II,6.1,19.0
Mega Man Zero 4,9.1,21.0
NASCAR '14,4.6,20.0
Where the Wild Things Are,4.8,4.0
DJ Max Fever,6.5,13.0
Shrek: Forever After,6.2,9.0
Dawn of Discovery,7.3,7.0
Pro Evolution Soccer 2016,6.2,144.0
Tiger Woods PGA Tour 06,4.8,4.0
ArmA III,7.4,866.0
FIFA World Cup Germany 2006,7.3,8.0
Reign of Fire,5.9,7.0
MLB 14: The Show,7.0,25.0
Rogue Warrior,2.8,64.0
Mace Griffin: Bounty Hunter,8.2,11.0
Martian Gothic: Unification,6.1,16.0
Fight Club,4.7,13.0
Tom Clancy's Splinter Cell: Conviction,5.2,672.0
FlatOut: Ultimate Carnage,8.8,66.0
Digimon Digital Card Battle,9.0,44.0
Dragon Ball Z: Battle of Z,7.5,54.0
Aquapazza: Aquaplus Dream Match,7.8,20.0
Stronghold Kingdoms,4.9,89.0
Lucha Libre AAA: Heroes del Ring,7.1,10.0
Dead to Rights II,7.4,5.0
Pac-Man and the Ghostly Adventures 2,6.5,10.0
Trauma Center: Under the Knife 2,8.5,11.0
SimCity 2000,7.8,11.0
Rock Revolution,6.8,8.0
X-Men: The Official Game,7.8,6.0
"Sakura Wars: So Long, My Love",7.3,31.0
Mind Zero,6.0,72.0
Rocky Balboa,6.6,11.0
Gravity Games Bike: Street Vert Dirt,4.1,27.0
Top Spin,7.8,12.0
Family Feud: 2012 Edition,5.3,6.0
UFC: Tapout 2,7.3,4.0
The Book of Unwritten Tales,8.2,144.0
The Godfather: Mob Wars,7.9,16.0
Vexx,8.5,10.0
F1 Career Challenge,7.7,15.0
Pariah,7.4,19.0
Metal Slug 3,5.1,15.0
Sacred 3,3.4,46.0
Winning Eleven: Pro Evolution Soccer 2007,6.5,33.0
Banjo-Pilot,5.9,9.0
Gallop Racer 2006,8.3,8.0
Wasteland 2,7.3,1170.0
The First Templar,6.3,26.0
Patapon 2,8.3,62.0
Frogger: Ancient Shadow,4.0,5.0
Princess Debut,7.4,7.0
Pro Evolution Soccer 2014,4.4,239.0
Metal Arms: Glitch in the System,9.3,19.0
Tom Clancy's Splinter Cell: Chaos Theory,8.5,15.0
Escape From Monkey Island,8.2,11.0
The Lord of the Rings: Conquest,7.8,6.0
Gretzky NHL,7.4,10.0
Dropship: United Peace Force,8.6,10.0
Road Rash: Jailbreak,9.3,23.0
Syberia,7.0,5.0
Thrillville: Off the Rails,0.6,24.0
Cloudy With a Chance of Meatballs,6.0,5.0
G1 Jockey 3,9.0,10.0
Exit DS,6.7,6.0
Riviera: The Promised Land,9.2,21.0
Blades of Time,6.5,30.0
Yggdra Union: We'll Never Fight Alone,7.9,18.0
Bujingai: The Forsaken City,7.5,14.0
Universe at War: Earth Assault,8.3,57.0
Death By Degrees,6.2,24.0
Rome: Total War,9.1,1050.0
Doom 3,7.6,896.0
Ride,5.3,17.0
NASCAR The Game: Inside Line,3.4,27.0
JU-ON: The Grudge,5.6,34.0
Colin McRae Rally 04,8.1,19.0
FIFA Street,8.0,9.0
The Sims 4: City Living,5.7,30.0
Hot Wheels: Stunt Track Challenge,6.2,5.0
Blitz: The League II,7.2,13.0
Miami Law,8.8,4.0
Capcom vs. SNK 2 EO,8.7,13.0
Hunter: The Reckoning,7.6,7.0
Baten Kaitos Origins,8.9,23.0
E·O·E: Eve of Extinction,7.2,6.0
NHL 2004,8.4,7.0
Surf's Up,6.1,9.0
X-Men: The Official Game,8.1,7.0
RLH: Run Like Hell,8.2,9.0
Scribblenauts Unmasked: A DC Comics Adventure,6.3,39.0
The Ant Bully,4.2,6.0
Conflict: Global Terror,7.9,8.0
Monster Rancher EVO,6.8,8.0
Terraria,7.8,112.0
The Whispered World,7.6,77.0
Alvin and the Chipmunks: Chipwrecked,5.1,8.0
Agatha Christie: The ABC Murders,6.5,4.0
Help Wanted: 50 Wacky Jobs,7.0,5.0
Beach Spikers: Virtua Beach Volleyball,8.1,9.0
Draglade,7.5,4.0
Scribblenauts Unmasked: A DC Comics Adventure,6.2,20.0
Jade Cocoon 2,7.8,22.0
Mana Khemia: Student Alliance,5.3,37.0
Van Helsing,6.3,6.0
Bee Movie Game,7.5,4.0
Resident Evil: Revelations 2,7.8,63.0
Record of Agarest War Zero,6.8,17.0
Kelly Slater's Pro Surfer,8.0,5.0
NFL Tour,3.1,45.0
Harry Potter and the Deathly Hallows - Part 1,4.1,33.0
Sudoku Mania,3.5,4.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,8.0,11.0
Resident Evil: Revelations 2,7.5,106.0
The Bard's Tale,8.8,4.0
Alien Hominid,8.3,13.0
Myst,3.5,6.0
Murdered: Soul Suspect,7.2,57.0
nail'd,7.1,16.0
Tom Clancy's Splinter Cell,8.6,8.0
Bullet Witch,6.1,41.0
Spider-Man: Web of Shadows,7.5,14.0
Pinball Hall of Fame: The Williams Collection,7.3,8.0
Rolling Stone: Drum King,1.8,4.0
NBA Ballers: Rebound,7.7,7.0
Silent Scope Complete,7.4,5.0
King's Field: The Ancient City,8.5,13.0
Leisure Suit Larry: Box Office Bust,1.7,37.0
Indigo Prophecy,7.7,39.0
Cabela's North American Adventures,7.8,5.0
Sneakers,4.6,8.0
NHL 2K6,6.1,24.0
X-Men: Destiny,4.5,15.0
College Hoops 2K6,9.2,6.0
Contact,8.2,35.0
NBA 2K16,5.7,65.0
Harvey Birdman: Attorney at Law,8.0,8.0
Harry Potter and the Deathly Hallows - Part 2,5.0,56.0
Predator: Concrete Jungle,8.0,10.0
Opoona,7.7,14.0
Big League Sports,1.4,10.0
Universal Studios Theme Parks Adventure,2.9,11.0
Steins;Gate,9.2,87.0
Rocky: Legends,5.2,6.0
Star Trek: Shattered Universe,8.3,18.0
Ultra Street Fighter IV,5.9,94.0
EVE: Valkyrie,6.3,37.0
Dragon Ball: Evolution,0.9,50.0
The Crew: Wild Run,6.8,50.0
Natural Doctrine,6.0,79.0
NeverDead,5.5,65.0
MotoGP 07,9.1,7.0
Blades of Time,7.2,22.0
Thor: God of Thunder,4.2,5.0
Pro Evolution Soccer 2016,7.0,34.0
Cubic Ninja,5.9,14.0
F1 2014,4.8,65.0
Harvest Moon: Frantic Farming,6.8,6.0
Angry Birds Star Wars,6.8,17.0
Blue Dragon: Awakened Shadow,6.6,10.0
Shining Force EXA,7.3,17.0
Digimon World DS,7.6,27.0
MySims SkyHeroes,5.5,4.0
Guilty Gear Isuka,7.5,13.0
Tornado Outbreak,8.2,5.0
Shovel Knight,8.3,280.0
Operation Abyss: New Tokyo Legacy,7.3,24.0
Skylanders: Spyro's Adventure,3.5,15.0
Man vs. Wild,4.6,8.0
MotoGP 2,8.5,14.0
iCarly 2: iJoin The Click!,9.0,10.0
Heatseeker,6.2,32.0
Ar tonelico: Melody of Elemia,7.7,43.0
Castlevania Double Pack,8.4,12.0
Samurai Warriors 4: Empires,6.5,15.0
Steel Battalion,8.5,20.0
Power Stone Collection,6.8,6.0
Cartoon Network: Punch Time Explosion,5.9,28.0
"Blast Works: Build, Trade, Destroy",7.7,17.0
SNK vs. Capcom Card Fighters DS,4.8,6.0
Medieval II: Total War,8.9,648.0
Lego Star Wars: The Force Awakens,7.1,13.0
Darkest of Days,4.8,76.0
Skylanders Imaginators,6.0,8.0
Minority Report: Everybody Runs,5.0,4.0
NASCAR,5.3,6.0
One Piece: Burning Blood,7.8,10.0
Rio,7.0,7.0
Playboy: The Mansion,4.1,9.0
Disney's Aladdin in Nasira's Revenge,8.3,7.0
Barnyard,8.7,10.0
Ultimate Marvel vs. Capcom 3,6.2,114.0
MindJack,1.2,116.0
Pac-Man World 3,7.3,10.0
Glory Days 2,7.3,6.0
Brain Age: Concentration Training,7.9,17.0
Crash 'N' Burn,6.4,7.0
Pac-Man and the Ghostly Adventures 2,6.3,4.0
Hakuoki: Demon of the Fleeting Blossom,8.3,30.0
Speed Kings,7.8,6.0
Dungeons,4.6,106.0
Little League World Series Baseball 2008,8.0,6.0
Winter Stars,6.5,4.0
Bladestorm: The Hundred Years' War,6.8,16.0
Burnout Paradise: The Ultimate Box,7.5,435.0
Forever Kingdom,7.8,6.0
Blitz: Overtime,7.5,4.0
Altered Beast: Guardian of the Realms,4.8,4.0
The Legend of Heroes: A Tear of Vermillion,7.7,26.0
Young Justice: Legacy,4.9,15.0
Raven Squad: Operation Hidden Dagger,3.5,37.0
Age of Empires II: The Age of Kings,9.0,801.0
Family Party: 30 Great Games,1.0,7.0
Shining Tears,6.5,11.0
MotoGP,8.4,16.0
Scaler,8.6,18.0
Halo 2,5.6,216.0
Gradius V,8.5,13.0
Medal of Honor: Vanguard,7.0,24.0
Beaterator,7.8,12.0
Arcania: Gothic 4,5.2,52.0
Psychonauts,8.7,61.0
Code Lyoko: Quest for Infinity,8.5,8.0
Backyard Sports: Sandlot Sluggers,3.8,4.0
Digimon Rumble Arena 2,7.3,23.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,5.5,163.0
Ribbit King,6.5,4.0
Alien Hominid,8.5,15.0
Rygar: The Battle of Argus,7.0,4.0
Ninja Gaiden Black,8.7,121.0
Touch Detective,6.8,6.0
Trivial Pursuit unhinged,8.0,4.0
NCAA March Madness 08,3.8,4.0
InuYasha: Secret of the Divine Jewel,7.6,17.0
Bloody Roar 4,8.6,43.0
Let's Ride! Silver Buckle Stables,7.8,6.0
Atari Classics Evolved,6.0,4.0
I-Ninja,7.6,8.0
Steins;Gate 0,9.3,20.0
Football Manager 2017,4.3,57.0
Wild ARMs: Alter Code F,8.3,26.0
Army Corps of Hell,6.6,28.0
Shrek SuperSlam,9.3,4.0
Ultimate Mortal Kombat,8.6,22.0
Total Overdose: A Gunslinger's Tale in Mexico,9.0,25.0
Agassi Tennis Generation,6.0,4.0
Metal Slug X,8.8,31.0
Romance of the Three Kingdoms X,8.5,10.0
Prinny: Can I Really Be the Hero?,7.0,41.0
GripShift,8.7,22.0
Fighting Fantasy: The Warlock of Firetop Mountain,8.1,31.0
Beowulf: The Game,5.4,7.0
Skies of Arcadia,9.4,98.0
NASCAR: Dirt to Daytona,7.3,7.0
Road Trip,9.0,41.0
Jimmie Johnson's Anything With an Engine,8.8,8.0
echochrome,7.7,13.0
Project Eden,7.8,8.0
Riviera: The Promised Land,7.7,17.0
Digimon All-Star Rumble,5.8,32.0
Driver: Renegade,5.0,20.0
Yaiba: Ninja Gaiden Z,4.5,84.0
Castlevania: Lords of Shadow 2,7.8,239.0
Ghosthunter,8.7,22.0
Shadow of Destiny,8.2,5.0
Pro Evolution Soccer 2012,6.4,88.0
Mimana Iyar Chronicle,5.8,8.0
Michael Jackson: The Experience,5.8,19.0
Def Jam Fight For NY: The Takeover,8.2,16.0
Tom Clancy's EndWar,5.8,4.0
JASF: Jane's Advanced Strike Fighters,4.5,8.0
The Smurfs 2,5.0,7.0
Astro Boy: Omega Factor,8.6,18.0
Disgaea Infinite,4.4,40.0
Phantom Brave: The Hermuda Triangle,7.3,11.0
Fullmetal Alchemist: Dual Sympathy,7.3,12.0
The Wolf Among Us,8.2,48.0
Lock's Quest,8.7,27.0
Rugby 2005,8.6,19.0
Pokemon Rumble World,6.4,69.0
Spectral Force Genesis,7.0,5.0
Last Rebellion,4.6,34.0
DriveClub VR,7.4,110.0
Quantum Theory,3.6,31.0
SpongeBob: HeroPants,3.4,20.0
Tornado Outbreak,7.6,8.0
Justice League Heroes,5.7,7.0
Back to the Future: The Game,6.8,51.0
Space Invaders Extreme,6.8,13.0
Mystic Heroes,8.5,26.0
Zoids Assault,7.3,7.0
Arslan: The Warriors of Legend,6.6,23.0
Freestyle Metal X,8.3,17.0
Dark Angel: Vampire Apocalypse,5.6,5.0
Damnation,2.8,40.0
Super Puzzle Fighter II,9.5,4.0
Karaoke Revolution Presents American Idol Encore,6.6,7.0
Supreme Commander,5.7,19.0
Transworld Snowboarding,9.2,14.0
World Soccer Winning Eleven 8 International,8.4,11.0
Sniper Elite,8.5,11.0
Mahjong Cub3D,5.3,4.0
Test Drive: Eve of Destruction,8.7,7.0
Blazblue: Continuum Shift Extend,7.5,27.0
Crimson Sea,8.2,10.0
Red Bull BC One,5.3,8.0
The Weakest Link,7.2,6.0
Viewtiful Joe: Red Hot Rumble,6.3,6.0
Wolfenstein: The Old Blood,7.6,338.0
GRID Autosport,6.0,56.0
Ikaruga,8.5,42.0
The Suffering: Ties That Bind,9.1,8.0
Nobunaga's Ambition: Iron Triangle,8.0,7.0
Crysis: Maximum Edition,8.2,11.0
The Mummy: Tomb of the Dragon Emperor,6.4,5.0
Knights in the Nightmare,7.7,7.0
Terraria,7.1,21.0
Shrek Smash n' Crash Racing,9.3,4.0
Digimon World 4,8.1,19.0
Spectral Force 3,7.5,19.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,8.0,9.0
The Ant Bully,1.4,5.0
Risen 3: Titan Lords,5.7,822.0
Battle Fantasia,6.6,8.0
Karaoke Revolution,8.5,4.0
Fire Pro Wrestling Returns,8.5,17.0
Obscure: The Aftermath,8.2,20.0
Jimmy Neutron: Boy Genius,5.1,7.0
Henry Hatsworth in the Puzzling Adventure,8.0,38.0
Rollcage Stage II,8.9,16.0
Samurai Warriors 2: Xtreme Legends,8.0,9.0
Spider-Man: Edge of Time,5.2,6.0
Jumper: Griffin's Story,2.5,11.0
Forgotten Realms: Demon Stone,6.5,6.0
Rock Band 3,5.5,6.0
LEGO Star Wars II: The Original Trilogy,7.0,6.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,7.3,6.0
Top Gear Rally,7.6,5.0
Red Faction: Armageddon,6.7,273.0
BIT.TRIP COMPLETE,8.7,18.0
Rugby 15,3.1,30.0
XIII,7.7,20.0
Data East Arcade Classics,8.2,5.0
Wizardry: Tale of the Forsaken Land,7.5,6.0
ShellShock 2: Blood Trails,5.9,33.0
F.E.A.R. Files,7.1,16.0
Assassin's Creed Chronicles,6.1,12.0
The Smurfs 2,5.6,21.0
Lara Croft and the Temple of Osiris,6.7,128.0
The Sims 2: Apartment Life,7.7,19.0
Killer7,8.1,36.0
Age of Mythology,8.9,484.0
Astro Boy,6.9,7.0
Puss in Boots,7.0,4.0
Monster House,9.0,4.0
Cloudy With a Chance of Meatballs,6.5,11.0
MetropolisMania,7.1,16.0
NCAA Football 08,8.1,8.0
Ephemeral Fantasia,6.3,39.0
1 vs. 100,3.2,5.0
Counter-Strike: Source,8.9,9851.0
Gray Matter,7.7,80.0
America's Army: True Soldiers,6.7,55.0
Raiden Fighters Aces,7.5,12.0
NASCAR The Game: Inside Line,4.5,15.0
Star Wars: Empire at War,8.4,240.0
BlazBlue Central Fiction,7.6,39.0
Jaws: Ultimate Predator,6.3,4.0
Sega GT Online,9.2,5.0
Knights in the Nightmare,8.6,23.0
Marvel Nemesis: Rise of the Imperfects,6.5,16.0
Zoids: Legacy,8.9,9.0
Nano Assault,7.7,18.0
Captain America: Super Soldier,5.0,6.0
Onimusha Tactics,8.7,7.0
Bomberman Jetters,7.9,10.0
TOCA Race Driver 3,7.2,15.0
Mad Dog McCree: Gunslinger Pack,5.0,11.0
How to Train Your Dragon 2,4.9,7.0
Blacksite: Area 51,6.3,18.0
Disney's Donald Duck: Goin' Quackers,7.3,7.0
Ultimate Brain Games,8.3,7.0
Angry Birds Star Wars,2.0,13.0
Exit,7.7,13.0
Harvey Birdman: Attorney at Law,7.8,5.0
Aliens versus Predator: Extinction,7.7,21.0
Bejeweled 3,8.1,86.0
RTX Red Rock,5.0,4.0
FIFA Street 2,7.1,9.0
Smart Bomb,5.4,5.0
Shining Force: Resurrection of the Dark Dragon,8.8,15.0
Shining Soul II,8.3,9.0
Guilty Gear XX Accent Core Plus,6.7,9.0
The Golf Club,6.3,67.0
Hello Kitty: Roller Rescue,6.8,6.0
Metal Slug Advance,8.3,14.0
Pac-Man World Rally,7.8,4.0
Blazing Angels: Squadrons of WWII,6.8,4.0
God Eater Resurrection,7.8,44.0
NHL 2K7,7.9,166.0
Miami Nights: Singles in the City,7.1,7.0
Shovel Knight,7.6,312.0
Strider 2,8.1,11.0
Invizimals: The Alliance,6.8,10.0
Death Jr. and the Science Fair of Doom,7.5,6.0
Shin Megami Tensei: Digital Devil Saga 2,7.9,38.0
Pro Evolution Soccer 2013,6.9,182.0
Transformers: Devastation,7.1,17.0
Battleborn,6.9,400.0
Agatha Christie: Evil Under the Sun,7.3,6.0
Don King Boxing,7.8,5.0
Grand Prix Challenge,9.2,9.0
FIFA Soccer 2005,7.8,5.0
ShellShock 2: Blood Trails,4.8,27.0
Mega Man Legacy Collection,6.1,55.0
Knights Contract,6.0,8.0
NHL 06,9.3,7.0
State of Emergency 2,5.8,15.0
Fatal Frame III: The Tormented,8.9,58.0
Seven Samurai 20XX,7.0,6.0
Adventure Time: The Secret of the Nameless Kingdom,5.6,8.0
Risen 3: Titan Lords,3.7,77.0
Transformers: Devastation,8.4,25.0
Tornado Outbreak,8.0,6.0
Ninjabread Man,1.7,52.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,8.0,11.0
Battlefield 2,8.4,837.0
Swingerz Golf,9.3,4.0
Titanfall 2,8.0,488.0
Persona 4: Arena Ultimax,7.4,35.0
Supremacy MMA,6.2,11.0
The King of Fighters 2006,8.6,17.0
The Hidden,4.2,5.0
Nobunaga's Ambition: Rise to Power,8.8,6.0
FIFA Soccer 2003,7.8,10.0
Major League Baseball 2K11,5.9,16.0
The Italian Job,5.8,5.0
Smuggler's Run: Warzones,6.9,11.0
SafeCracker: The Ultimate Puzzle Adventure,7.8,4.0
Warriors Orochi 3 Hyper,7.4,31.0
NBA 10: The Inside,3.0,13.0
PAC-MAN and the Ghostly Adventures,3.1,7.0
Space Channel 5 Special Edition,8.6,10.0
The Legend of Alon D'ar,6.7,10.0
The Sims 3: Fast Lane Stuff,5.4,14.0
Big Mutha Truckers,8.2,6.0
Super Robot Taisen OG Saga: Endless Frontier,9.0,22.0
Sniper: Ghost Warrior 2,5.8,320.0
Samurai Shodown Sen,5.2,12.0
Samurai Western,7.6,5.0
Looney Tunes: Acme Arsenal,6.8,13.0
Line Rider 2: Unbound,5.6,5.0
Harry Potter and the Sorcerer's Stone,8.3,6.0
High Heat Major League Baseball 2004,8.4,8.0
TimeSplitters: Future Perfect,9.1,41.0
"Warhammer 40,000: Dawn of War II - Retribution",7.8,235.0
Incredible Crisis,7.5,11.0
The King of Fighters EX2: Howling Blood,9.1,10.0
Ice Age 2: The Meltdown,7.8,5.0
Knights Contract,5.6,16.0
Hidden Invasion,5.8,4.0
Superman: Shadow of Apokolips,7.3,8.0
Armored Core 3 Portable,6.7,6.0
PAC-MAN and the Ghostly Adventures,5.1,13.0
Batman: Dark Tomorrow,3.2,19.0
Crush,9.0,21.0
The First Templar,5.8,60.0
Jillian Michaels Fitness Ultimatum 2010,8.2,5.0
Earth Defense Force 2017,7.7,60.0
Tomb Raider: Legend,7.8,8.0
RoadKill,7.4,5.0
Game of Thrones,6.5,345.0
From Russia With Love,6.9,12.0
Lost Dimension,8.3,35.0
Resident Evil 6,6.7,94.0
Assassin's Creed: Rogue,7.5,362.0
Taz Wanted,7.0,5.0
Tomb Raider: Underworld,7.7,272.0
Evolution Worlds,8.0,10.0
Far Cry Vengeance,5.3,53.0
Code Lyoko: Fall of X.A.N.A.,6.3,4.0
Worms: A Space Oddity,4.3,13.0
MLB Front Office Manager,6.5,8.0
X Rebirth,3.3,1340.0
Song of the Deep,7.3,30.0
World Series of Poker 2008: Battle for the Bracelets,6.7,6.0
Super Monkey Ball Adventure,5.9,7.0
Worms: Open Warfare,7.0,16.0
Gadget Racers,7.4,7.0
Phantasy Star Online Episode III: C.A.R.D. Revolution,8.2,13.0
Assassin's Creed The Ezio Collection,7.6,24.0
Ultimate Ghosts 'n Goblins,7.7,18.0
Samurai Warriors 2,8.7,18.0
TrackMania DS,6.9,12.0
Silent Hunter III,7.9,95.0
Alien Syndrome,6.0,9.0
Endgame,6.8,5.0
The Dukes of Hazzard: Return of the General Lee,7.0,4.0
The Sims 3: Barnacle Bay,6.7,9.0
WWE Crush Hour,7.0,5.0
Metal Gear Solid V: The Phantom Pain,7.7,1963.0
NHL Hitz 20-03,8.4,5.0
C.O.P.: The Recruit,7.5,13.0
Urban Reign,8.2,26.0
Soul Bubbles,8.0,22.0
Resident Evil 3: Nemesis,8.3,44.0
All-Star Baseball 2004,9.2,5.0
Bangai-O Spirits,8.1,27.0
Valentino Rossi: The Game,8.0,50.0
Whac-A-Mole,5.4,7.0
Samurai Warriors Chronicles 3,6.1,10.0
Lost in Blue: Shipwrecked,6.0,6.0
Madden NFL 08,7.0,7.0
Stuart Little 3: Big Photo Adventure,7.7,7.0
Serious Sam 3: BFE,8.2,586.0
Infernal: Hell's Vengeance,5.3,10.0
Pitfall: The Lost Expedition,8.6,8.0
Duke Nukem: Land of the Babes,6.8,20.0
Puchi Puchi Virus,4.2,5.0
Need For Speed: Undercover,4.9,231.0
The Wolf Among Us,8.5,82.0
Zero Escape: Zero Time Dilemma,8.5,72.0
Stella Deus: The Gate of Eternity,8.0,9.0
Vietcong: Purple Haze,8.4,11.0
Conflict: Desert Storm,8.4,13.0
P.T.O. IV: Pacific Theater of Operations,6.6,5.0
Elebits: The Adventures of Kai and Zero,8.3,4.0
Far Cry Instincts Evolution,6.3,32.0
Rayman Origins,8.4,337.0
Medal of Honor: Underground,1.7,11.0
Cosmic Family,5.7,6.0
Dynasty Warriors 3,8.9,20.0
Jimmie Johnson's Anything With an Engine,6.8,4.0
MTV Music Generator 3: This Is the Remix,5.4,10.0
Grand Ages: Medieval,7.1,12.0
In The Groove,9.0,13.0
The Legend of Kage 2,6.3,4.0
Baroque,8.1,24.0
Lost Dimension,7.3,27.0
Magic Pengel: The Quest for Color,7.5,12.0
Agatha Christie: And Then There Were None,6.2,12.0
Futurama,6.6,14.0
The History Channel: Battle for the Pacific,2.4,15.0
Rayman 3: Hoodlum Havoc,7.9,8.0
Superman Returns,4.9,13.0
Super Ghouls 'n Ghosts,8.8,4.0
Legend of the Guardians: The Owls of Ga'Hoole,8.0,5.0
Need for Speed Underground 2,8.5,407.0
Gladius,8.8,12.0
The Hustle: Detroit Streets,5.3,4.0
Blood Drive,7.0,5.0
Escape Dead Island,3.5,51.0
Torchlight,8.0,794.0
Pac-Man World 3,6.0,4.0
Rogue Trooper: Quartz Zone Massacre,8.2,5.0
Disney's Planes,4.3,6.0
Damage Inc.: Pacific Squadron WWII,5.5,6.0
Smashing Drive,5.2,6.0
